edate,countryname,partyname,partyabbrev,total,voteper,uncoded,per101,per102,per103,per104,per105,per106,per107,per108,per109,per110,per201,per202,per203,per204,per301,per302,per303,per304,per305,per401,per402,per403,per404,per405,per406,per407,per408,per409,per410,per411,per412,per413,per414,per415,per416,per501,per502,per503,per504,per505,per506,per507,per601,per602,per603,per604,per605,per606,per607,per608,per701,per702,per703,per704,per705,per706,eyear,label
2017-03-15,Netherlands,Christian Democratic Appeal,CDA,1415,12.379,1,13,0,0,32,0,5,27,29,1,12,3,34,12,0,45,1,17,3,11,18,9,92,0,17,3,0,10,8,0,75,60,6,19,0,58,10,35,31,144,0,76,0,16,13,122,0,121,141,0,31,6,0,36,12,0,0,2017,CDA:2017
2017-03-15,Netherlands,Christian Union,CU,2630,3.388,8,6,0,0,66,4,16,65,38,1,57,113,24,25,0,77,5,48,0,7,11,53,131,8,46,22,0,0,0,2,124,31,13,40,3,214,134,67,105,202,0,101,0,59,20,211,4,103,110,54,14,37,0,133,18,0,0,2017,CU:2017
2017-03-15,Netherlands,Party of Freedom,PVV,25,13.056,0,0,0,0,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,7,0,0,0,2,0,0,3,0,0,0,0,0,0,2017,PVV:2017
2017-03-15,Netherlands,Forum for Democracy,FvD,510,1.78,0,0,0,0,19,0,5,9,0,2,23,2,54,3,0,0,0,37,72,34,44,8,0,0,2,0,0,1,0,0,9,0,14,0,0,14,6,3,0,5,10,37,0,47,1,4,0,25,13,0,0,1,0,2,4,0,0,2017,FvD:2017
2017-03-15,Netherlands,Party for the Animals,PvdD,1427,3.188,63,0,0,4,0,22,10,54,4,2,23,73,25,12,0,2,1,33,0,16,3,10,85,0,3,44,1,0,0,0,21,32,11,1,0,252,350,32,33,78,0,51,0,3,2,12,14,22,2,4,6,8,0,2,1,0,0,2017,PvdD:2017
2017-03-15,Netherlands,Reformed Political Party,SGP,2380,2.082,3,9,4,0,134,0,0,89,1,2,108,45,12,18,0,60,10,37,0,8,22,32,14,2,7,14,0,15,0,3,100,66,3,35,0,118,131,36,17,134,82,128,0,42,4,444,0,175,19,0,51,6,0,135,5,0,0,2017,SGP:2017
2017-03-15,Netherlands,50Plus,50PLUS,495,3.111,5,0,0,0,5,0,0,8,0,2,13,0,18,0,0,7,0,11,4,12,1,5,11,3,1,0,0,0,0,0,16,18,4,2,0,10,22,20,37,155,1,19,0,14,7,0,8,35,7,0,0,0,0,9,5,0,0,2017,50PLUS:2017
1945-10-21,Luxembourg,Communist Party of Luxembourg,KPL/PCL,49,11.1,0,3,5,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,10,0,3,6,2,1,1945,KPL/PCL:1945
1945-10-21,Luxembourg,Socialist Workers’ Party of Luxembourg,LSAP/POSL,107,23.4,6,2,2,0,0,2,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,2,12,11,0,0,0,0,0,11,7,0,6,0,2,0,2,0,1,0,0,0,9,0,9,8,0,3,1945,LSAP/POSL:1945
1945-10-21,Luxembourg,Patriotic and Democratic Group,NA,118,18,23,2,0,0,2,1,2,0,6,0,0,4,1,2,0,0,0,1,0,0,7,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,12,22,0,0,0,4,0,0,0,0,6,0,0,0,0,2,5,0,9,1945,NA:1945
1945-10-21,Luxembourg,Christian Social People’s Party,CSV/PCS,117,44.7,5,3,7,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,6,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,1,0,15,0,21,0,0,3,1,2,4,0,9,11,0,4,1945,CSV/PCS:1945
1948-06-06,Luxembourg,Communist Party of Luxembourg,KPL/PCL,49,14.3,0,3,5,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,10,0,3,6,2,1,1948,KPL/PCL:1948
1948-06-06,Luxembourg,Socialist Workers’ Party of Luxembourg,LSAP/POSL,54,37.8,0,0,0,0,0,9,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,1,0,1,1948,LSAP/POSL:1948
1948-06-06,Luxembourg,Patriotic and Democratic Group,NA,118,11.6,23,2,0,0,2,1,2,0,6,0,0,4,1,2,0,0,0,1,0,0,7,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,12,22,0,0,0,4,0,0,0,0,6,0,0,0,0,2,5,0,9,1948,NA:1948
1948-06-06,Luxembourg,Christian Social People’s Party,CSV/PCS,227,36.3,15,10,0,0,4,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,4,0,16,0,5,0,0,0,4,8,22,0,6,0,2,0,8,0,0,3,1,0,17,0,43,23,11,12,1948,CSV/PCS:1948
1951-06-03,Luxembourg,Communist Party of Luxembourg,KPL/PCL,90,3.2,16,4,3,0,0,19,10,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,8,3,0,0,0,2,0,0,0,1,0,1,0,2,0,2,4,1,2,1951,KPL/PCL:1951
1951-06-03,Luxembourg,Socialist Workers’ Party of Luxembourg,LSAP/POSL,69,33.8,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,6,0,6,0,1,2,0,0,0,0,0,8,10,0,0,0,12,0,0,0,0,5,0,0,2,0,4,3,2,1,1951,LSAP/POSL:1951
1951-06-03,Luxembourg,Democratic Group,NA,118,20.9,23,2,0,0,2,1,2,0,6,0,0,4,1,2,0,0,0,1,0,0,7,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,12,22,0,0,0,4,0,0,0,0,6,0,0,0,0,2,5,0,9,1951,NA:1951
1951-06-03,Luxembourg,Christian Social People’s Party,CSV/PCS,168,42.1,0,5,0,0,0,0,1,1,0,0,0,4,4,0,0,5,0,0,0,2,1,4,6,0,0,3,0,1,0,0,1,2,0,0,0,0,0,5,17,10,0,4,0,5,0,17,0,0,8,0,0,12,0,8,28,9,5,1951,CSV/PCS:1951
1954-05-30,Luxembourg,Communist Party of Luxembourg,KPL/PCL,23,7.3,0,0,0,0,0,6,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,1954,KPL/PCL:1954
1954-05-30,Luxembourg,Socialist Workers’ Party of Luxembourg,LSAP/POSL,340,32.9,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,3,0,0,0,0,7,32,0,0,0,3,0,0,0,0,0,0,0,50,0,25,91,0,34,1954,LSAP/POSL:1954
1954-05-30,Luxembourg,Democratic Group,NA,30,12.3,4,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,3,1954,NA:1954
1954-05-30,Luxembourg,Christian Social People’s Party,CSV/PCS,104,45.2,10,0,1,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1,14,0,0,8,0,0,0,25,0,0,0,0,0,3,0,6,1,0,19,1954,CSV/PCS:1954
1959-02-01,Luxembourg,Communist Party of Luxembourg,KPL/PCL,369,7.2,7,0,1,0,0,48,1,0,0,2,0,0,0,0,0,0,0,0,87,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,8,0,0,0,1,0,0,0,0,0,0,0,70,0,0,30,0,82,1959,KPL/PCL:1959
1959-02-01,Luxembourg,Socialist Workers’ Party of Luxembourg,LSAP/POSL,410,33,13,2,0,0,2,11,0,2,1,0,0,25,18,0,0,5,0,10,0,1,0,2,8,6,0,0,3,6,0,10,34,10,1,0,0,0,0,1,62,24,0,101,0,0,0,0,0,0,0,0,0,18,1,13,9,5,6,1959,LSAP/POSL:1959
1959-02-01,Luxembourg,Democratic Party,DP/PD,598,20.3,6,0,25,0,0,8,0,0,3,0,0,10,37,3,0,0,0,0,55,0,10,3,1,5,0,0,0,3,0,12,5,0,0,9,0,0,7,30,34,24,0,0,0,5,0,0,0,0,0,0,0,12,0,61,227,2,1,1959,DP/PD:1959
1959-02-01,Luxembourg,Christian Social People’s Party,CSV/PCS,369,38.9,10,6,0,0,9,5,0,2,1,0,0,5,7,0,0,5,0,8,0,5,3,19,5,1,0,2,0,3,0,2,6,1,0,5,0,0,1,7,19,21,0,11,0,4,0,46,0,1,8,0,0,19,0,41,53,4,24,1959,CSV/PCS:1959
1964-06-07,Luxembourg,Communist Party of Luxembourg,KPL/PCL,85,10.4,26,0,1,0,0,6,5,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,13,0,0,0,0,3,0,0,0,0,1,0,0,6,0,3,5,3,1,1964,KPL/PCL:1964
1964-06-07,Luxembourg,Socialist Workers’ Party of Luxembourg,LSAP/POSL,674,35.9,11,12,0,1,2,12,5,4,26,0,0,12,67,0,0,12,0,17,0,19,3,19,19,11,0,0,0,10,0,21,13,22,3,1,0,0,2,24,35,84,0,66,0,1,0,0,0,0,0,0,0,31,0,27,23,17,42,1964,LSAP/POSL:1964
1964-06-07,Luxembourg,Democratic Party,DP/PD,310,12.2,25,4,1,0,5,2,1,3,4,0,0,7,9,2,0,2,0,5,0,0,16,12,3,2,0,0,0,8,0,8,8,9,0,0,0,0,7,4,15,13,0,24,0,4,0,4,0,2,0,0,0,13,0,22,42,3,21,1964,DP/PD:1964
1964-06-07,Luxembourg,Christian Social People’s Party,CSV/PCS,148,35.7,3,7,0,0,2,1,1,1,14,0,0,0,6,0,0,2,0,4,0,0,0,7,1,6,0,0,0,0,0,2,3,10,0,1,0,0,2,4,11,13,0,9,0,1,0,8,0,0,0,0,0,4,0,12,4,2,7,1964,CSV/PCS:1964
1968-12-15,Luxembourg,Communist Party of Luxembourg,KPL/PCL,464,13.1,77,0,1,0,0,39,0,0,0,3,0,5,3,0,0,9,0,0,0,0,0,0,12,0,0,0,0,16,0,0,0,0,21,19,0,0,0,0,25,51,0,30,0,0,0,0,0,0,0,0,11,41,0,1,5,29,66,1968,KPL/PCL:1968
1968-12-15,Luxembourg,Socialist Workers’ Party of Luxembourg,LSAP/POSL,595,31,82,4,3,0,11,19,5,9,18,0,0,0,12,0,0,2,0,0,0,0,0,5,9,8,1,0,1,19,0,6,41,12,0,23,0,0,2,4,35,83,0,47,0,0,0,0,0,0,0,0,0,19,0,1,52,24,38,1968,LSAP/POSL:1968
1968-12-15,Luxembourg,Democratic Party,DP/PD,217,18,0,5,2,0,0,5,1,3,5,0,0,17,8,0,0,7,0,0,3,0,2,1,0,5,0,0,0,15,0,3,7,3,0,5,0,0,0,16,16,9,0,5,0,2,0,1,0,2,0,2,0,6,0,13,34,3,11,1968,DP/PD:1968
1968-12-15,Luxembourg,Christian Social People’s Party,CSV/PCS,166,37.5,7,0,0,0,0,0,0,0,0,0,0,3,7,0,0,11,2,0,0,0,0,3,0,10,0,0,0,10,0,0,3,0,0,0,0,0,6,15,2,4,0,23,0,0,0,7,0,0,0,5,0,0,0,0,0,3,45,1968,CSV/PCS:1968
1974-05-26,Luxembourg,Communist Party of Luxembourg,KPL/PCL,583,8.8,8,20,38,1,0,0,9,0,0,0,19,0,62,0,0,3,0,0,0,0,0,0,88,0,0,0,0,6,0,0,1,5,0,34,0,0,1,2,82,11,0,11,0,0,0,0,0,0,0,0,0,112,0,5,34,0,31,1974,KPL/PCL:1974
1974-05-26,Luxembourg,Socialist Workers’ Party of Luxembourg,LSAP/POSL,624,27,5,4,1,1,0,1,0,2,1,0,3,9,54,5,0,14,0,12,0,0,0,6,40,1,0,0,1,17,0,10,23,50,4,2,0,0,22,48,46,103,0,49,0,1,0,0,8,11,3,0,0,6,0,11,5,11,34,1974,LSAP/POSL:1974
1974-05-26,Luxembourg,Democratic Party,DP/PD,792,23.3,22,40,0,0,0,0,0,2,14,0,2,7,50,4,0,14,0,13,4,3,27,13,13,2,0,0,0,37,6,5,45,17,0,18,0,0,26,42,41,91,0,75,0,0,0,2,13,0,11,5,0,12,1,35,21,12,47,1974,DP/PD:1974
1974-05-26,Luxembourg,Christian Social People’s Party,CSV/PCS,603,29.9,8,12,0,0,0,1,3,9,11,0,0,2,23,0,0,1,8,15,2,0,8,35,19,36,0,0,0,8,0,3,15,1,1,14,0,0,28,33,31,79,0,29,0,4,0,26,1,0,8,3,0,15,0,26,11,28,46,1974,CSV/PCS:1974
1979-06-10,Luxembourg,Communist Party of Luxembourg,KPL/PCL,63,4.9,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,KPL/PCL:1979
1979-06-10,Luxembourg,Socialist Workers’ Party of Luxembourg,LSAP/POSL,986,22.5,0,6,0,0,0,12,0,35,30,0,0,53,69,0,0,2,9,9,0,0,10,6,22,27,0,0,0,38,0,9,110,21,0,0,0,0,69,57,43,54,0,102,0,0,0,1,4,2,14,3,0,16,0,22,41,33,57,1979,LSAP/POSL:1979
1979-06-10,Luxembourg,Democratic Party,DP/PD,937,21.9,53,12,0,0,0,0,0,13,19,0,0,9,23,3,0,13,0,10,0,0,8,23,11,5,0,0,2,89,0,0,117,40,0,4,0,0,87,44,24,54,17,70,0,0,0,4,9,11,0,14,0,6,0,31,43,26,43,1979,DP/PD:1979
1979-06-10,Luxembourg,Christian Social People’s Party,CSV/PCS,666,36.4,20,6,0,0,0,0,2,7,16,0,0,9,10,0,0,10,0,20,1,0,20,31,10,13,0,0,0,36,0,4,35,0,1,3,0,0,29,60,16,82,2,30,0,6,0,28,0,1,4,3,0,14,0,14,31,28,64,1979,CSV/PCS:1979
1984-06-17,Luxembourg,Green Alternative,GAP,1211,4.2,0,0,0,4,0,34,13,47,44,0,31,23,44,0,8,1,0,2,1,0,0,1,7,10,0,0,0,0,0,0,73,0,19,0,0,186,151,62,50,99,0,91,0,0,0,0,13,0,1,4,0,16,0,29,0,51,101,1984,GAP:1984
1984-06-17,Luxembourg,Communist Party of Luxembourg,KPL/PCL,741,4.4,1,1,6,0,0,13,15,3,0,0,9,3,49,0,0,31,0,0,0,0,7,41,1,9,0,3,0,19,0,0,41,0,13,0,4,0,69,6,1,138,0,53,0,0,0,0,4,0,0,0,0,69,0,25,2,3,102,1984,KPL/PCL:1984
1984-06-17,Luxembourg,Socialist Workers’ Party of Luxembourg,LSAP/POSL,734,31.8,3,0,0,2,0,1,7,3,3,0,0,24,37,0,1,10,0,42,0,4,10,24,3,6,0,0,1,29,0,0,74,3,0,3,1,1,47,78,16,95,0,71,0,0,0,0,0,0,0,0,0,54,0,28,1,9,43,1984,LSAP/POSL:1984
1984-06-17,Luxembourg,Democratic Party,DP/PD,775,20.4,26,2,1,0,0,0,9,0,2,0,0,27,3,0,0,0,0,7,0,48,42,8,14,0,4,0,0,77,0,4,48,0,0,89,0,0,22,66,3,48,14,46,0,3,0,6,2,16,0,0,0,27,0,44,4,1,62,1984,DP/PD:1984
1984-06-17,Luxembourg,Christian Social People’s Party,CSV/PCS,1001,36.6,1,0,3,1,1,3,18,22,35,0,0,11,7,3,4,11,0,46,0,14,29,52,10,2,0,0,0,59,0,0,59,0,0,1,0,0,67,71,7,116,6,73,0,1,0,32,0,6,0,0,0,34,0,116,10,19,51,1984,CSV/PCS:1984
1989-06-18,Luxembourg,Green Left Ecological Initiative,GLEI,621,3.7,0,2,0,0,15,0,39,41,1,1,9,17,0,0,4,1,5,9,3,0,0,0,6,0,0,0,0,0,0,0,33,0,0,0,0,0,316,4,4,21,0,22,0,0,0,5,0,3,0,3,0,19,0,16,0,9,13,1989,GLEI:1989
1989-06-18,Luxembourg,Green Alternative,GAP,2080,3.7,0,0,0,0,27,2,77,148,17,0,29,48,50,2,0,25,0,0,6,2,0,2,8,0,0,0,0,27,0,0,96,10,4,0,10,275,480,94,166,123,0,60,0,0,12,0,25,0,2,19,0,69,0,46,0,27,98,1989,GAP:1989
1989-06-18,Luxembourg,Communist Party of Luxembourg,KPL/PCL,1367,4.4,4,3,3,0,0,48,9,53,33,0,72,1,78,0,0,5,0,0,0,11,3,70,1,7,0,3,0,52,0,0,37,3,6,1,13,0,139,80,20,202,0,85,0,0,0,0,2,0,0,0,0,152,0,21,7,53,90,1989,KPL/PCL:1989
1989-06-18,Luxembourg,Socialist Workers’ Party of Luxembourg,LSAP/POSL,954,26.2,1,0,0,0,3,11,11,12,22,0,2,28,28,0,0,15,0,29,0,2,3,14,7,2,7,3,0,17,1,1,120,0,0,10,0,0,94,60,42,94,0,73,0,1,1,32,11,13,4,8,0,23,0,26,16,23,84,1989,LSAP/POSL:1989
1989-06-18,Luxembourg,Democratic Party,DP/PD,574,17.2,0,7,0,0,5,0,3,9,47,0,8,22,17,3,0,9,0,61,0,5,20,38,3,0,0,1,0,13,0,2,61,0,0,2,0,0,36,19,15,26,0,27,0,0,0,9,0,3,1,6,0,12,0,46,8,8,22,1989,DP/PD:1989
1989-06-18,Luxembourg,Christian Social People’s Party,CSV/PCS,1793,32.4,2,2,0,0,11,0,0,18,344,2,7,27,2,13,0,18,5,57,0,14,39,68,29,5,4,0,0,18,0,7,115,0,0,38,0,0,54,99,47,126,0,93,0,14,2,136,0,20,20,16,16,30,2,122,14,13,127,1989,CSV/PCS:1989
1989-06-18,Luxembourg,Action Committee for Democracy and Pension Justice,ADR,382,7.9,0,0,0,0,0,0,0,2,0,0,16,8,18,0,0,1,0,27,0,1,0,17,5,0,0,2,1,7,0,0,7,0,0,13,0,6,13,13,25,45,1,25,0,0,0,2,0,16,8,7,3,0,0,29,4,6,54,1989,ADR:1989
1994-06-12,Luxembourg,Green Left Ecological Initiative - Green Alternative,GLEI-GAP,1700,9.9,17,0,0,0,0,6,24,50,2,0,9,6,42,16,0,17,6,40,0,0,0,19,13,0,3,0,0,77,0,0,109,0,0,4,0,93,417,73,21,187,0,72,0,0,9,8,26,0,9,7,3,38,0,13,6,38,220,1994,GLEI-GAP:1994
1994-06-12,Luxembourg,Socialist Workers’ Party of Luxembourg,LSAP/POSL,1020,25.4,6,0,0,0,6,0,2,17,9,2,2,2,27,0,0,6,6,62,0,0,0,42,29,0,5,1,1,28,0,0,140,0,3,22,0,27,70,92,15,141,0,72,3,0,0,2,10,10,17,6,4,17,0,18,13,37,48,1994,LSAP/POSL:1994
1994-06-12,Luxembourg,Democratic Party,DP/PD,521,19.3,7,1,0,0,7,0,2,11,25,2,25,1,8,3,0,1,0,35,0,23,13,38,1,0,0,3,2,33,0,0,53,0,0,5,0,0,38,18,3,19,41,33,0,0,0,0,0,13,13,0,4,3,0,16,1,7,13,1994,DP/PD:1994
1994-06-12,Luxembourg,Christian Social People’s Party,CSV/PCS,1268,30.3,35,0,0,0,0,0,3,122,25,0,8,9,40,0,4,18,0,51,0,6,0,49,55,0,6,4,4,74,0,0,61,0,0,46,0,0,33,71,28,132,10,85,0,6,0,40,0,58,4,4,9,14,0,15,6,73,60,1994,CSV/PCS:1994
1994-06-12,Luxembourg,Action Committee for Democracy and Pension Justice,ADR,382,9,0,0,0,0,0,0,0,2,0,0,16,8,18,0,0,1,0,27,0,1,0,17,5,0,0,2,1,7,0,0,7,0,0,13,0,6,13,13,25,45,1,25,0,0,0,2,0,16,8,7,3,0,0,29,4,6,54,1994,ADR:1994
1999-06-13,Luxembourg,Green Left Ecological Initiative - Green Alternative,GLEI-GAP,1309,9.6,3,0,0,0,0,14,0,40,25,0,4,87,121,0,0,34,0,57,6,71,0,36,55,0,0,0,0,47,0,0,90,0,0,0,1,6,150,33,100,55,0,0,0,0,0,3,8,0,32,28,0,8,0,16,10,105,64,1999,GLEI-GAP:1999
1999-06-13,Luxembourg,Socialist Workers’ Party of Luxembourg,LSAP/POSL,1235,22.2,1,0,0,0,0,0,0,35,50,0,0,71,61,11,0,36,0,45,0,30,0,20,79,0,9,0,0,16,0,8,140,0,0,8,0,0,71,68,85,78,0,162,0,0,0,0,7,0,25,14,0,8,0,10,9,48,30,1999,LSAP/POSL:1999
1999-06-13,Luxembourg,Democratic Party,DP/PD,889,22.4,0,0,0,0,5,0,0,9,36,0,0,58,54,9,0,12,0,67,3,26,15,25,41,0,0,0,0,32,0,12,85,0,0,18,0,0,53,31,23,21,17,77,0,0,0,0,9,22,23,4,0,5,0,23,5,39,30,1999,DP/PD:1999
1999-06-13,Luxembourg,Christian Social People’s Party,CSV/PCS,1883,30.1,1,12,0,0,3,0,0,34,27,0,3,41,36,0,0,33,0,91,0,10,28,49,99,1,11,0,0,72,0,3,144,0,0,49,0,0,86,110,63,173,1,222,0,1,0,36,0,71,98,38,34,25,0,53,29,36,60,1999,CSV/PCS:1999
1999-06-13,Luxembourg,Action Committee for Democracy and Pension Justice,ADR,513,10.4,3,0,0,0,0,0,0,1,0,0,7,3,20,5,0,3,0,61,22,28,6,14,24,0,0,2,0,0,0,1,55,0,0,0,0,5,27,0,42,23,2,22,1,0,0,8,0,31,9,0,14,4,0,14,4,14,38,1999,ADR:1999
2004-06-13,Luxembourg,The Greens,NA,708,11.58,9,0,0,0,1,5,6,30,6,0,0,19,38,0,0,24,0,13,8,6,0,7,13,0,0,0,0,9,0,1,45,0,0,0,0,38,44,27,41,92,0,78,0,12,0,0,23,7,16,2,0,15,0,13,0,29,31,2004,NA:2004
2004-06-13,Luxembourg,Socialist Workers’ Party of Luxembourg,LSAP/POSL,1364,23.373,10,0,0,0,14,3,3,51,7,0,1,16,39,4,0,26,0,55,0,18,1,29,29,0,0,0,2,10,8,7,180,3,33,11,1,40,45,56,32,205,0,115,0,21,0,4,26,34,37,10,6,53,0,23,2,37,57,2004,LSAP/POSL:2004
2004-06-13,Luxembourg,Democratic Party,DP/PD,1317,16.048,0,0,0,0,4,0,3,15,31,0,0,24,30,8,0,13,0,63,2,0,11,96,3,9,1,0,0,1,9,15,96,0,1,43,0,1,108,105,23,157,2,150,1,5,0,1,27,34,7,4,0,41,0,76,3,37,57,2004,DP/PD:2004
2004-06-13,Luxembourg,Christian Social People’s Party,CSV/PCS,1967,36.112,0,0,0,4,27,0,1,94,26,0,0,19,63,8,0,20,1,99,4,20,9,76,64,15,22,1,1,10,0,21,216,19,0,20,0,5,123,46,40,185,2,147,0,47,0,27,18,57,33,9,21,104,0,131,10,46,56,2004,CSV/PCS:2004
2004-06-13,Luxembourg,Action Committee for Democracy and Pension Justice,ADR,1119,9.947000000000001,30,0,0,0,0,0,0,2,0,0,0,0,25,3,0,8,0,52,33,0,3,84,16,0,0,1,2,14,1,8,89,0,0,25,0,15,49,37,26,120,2,85,0,50,0,44,13,50,4,0,19,28,0,86,12,39,44,2004,ADR:2004
2009-06-07,Luxembourg,The Greens,NA,971,11.704,10,0,0,0,6,5,8,27,0,0,0,15,50,1,0,25,3,51,1,23,0,10,36,0,8,0,1,0,8,6,66,0,0,9,0,39,115,45,37,141,1,48,0,7,0,0,33,1,8,24,4,0,0,31,0,25,43,2009,NA:2009
2009-06-07,Luxembourg,The Left,NA,984,3.286,23,0,0,0,0,32,14,38,0,0,1,27,55,0,0,2,1,1,0,9,0,0,22,1,1,0,0,11,5,0,53,13,43,1,20,30,92,27,102,98,0,81,0,0,0,0,9,1,1,0,0,94,0,22,0,26,28,2009,NA:2009
2009-06-07,Luxembourg,Socialist Workers’ Party of Luxembourg,LSAP/POSL,2372,21.548,1,0,0,1,2,0,21,50,7,0,0,6,26,13,2,30,3,87,0,25,0,32,150,6,2,1,6,5,13,40,230,9,0,53,0,66,262,4,78,290,1,232,0,11,0,0,8,57,87,35,18,198,0,88,0,19,97,2009,LSAP/POSL:2009
2009-06-07,Luxembourg,Democratic Party,DP/PD,2293,14.973,17,0,0,1,8,9,0,44,0,0,0,38,67,9,0,32,0,256,0,35,40,73,21,19,28,3,0,11,25,17,205,0,0,44,0,43,203,123,69,208,26,145,0,44,0,5,121,24,13,6,12,31,5,86,4,47,76,2009,DP/PD:2009
2009-06-07,Luxembourg,Christian Social People’s Party,CSV/PCS,1735,38.006,5,0,0,0,16,0,3,61,0,1,0,22,24,17,0,26,0,119,0,19,1,62,86,1,23,0,0,6,9,30,193,0,0,65,0,6,75,112,46,143,25,102,1,36,0,32,24,7,78,38,15,58,0,61,0,54,33,2009,CSV/PCS:2009
2009-06-07,Luxembourg,Alternative Democatic Reform Party,ADR,2421,8.127,24,0,0,0,19,2,1,32,0,0,2,124,60,23,0,33,0,193,9,10,8,79,102,4,3,0,3,16,17,35,262,1,1,77,0,6,82,107,81,267,2,131,0,109,0,83,42,44,17,17,84,30,0,101,2,38,38,2009,ADR:2009
2013-10-20,Luxembourg,The Greens,NA,1585,10.13,7,0,0,2,3,6,3,26,39,0,3,55,146,0,3,14,1,34,1,20,7,48,49,22,2,1,1,9,5,3,109,3,2,12,0,49,129,59,82,307,5,92,1,6,0,8,54,6,38,24,5,37,0,39,0,2,6,2013,NA:2013
2013-10-20,Luxembourg,The Left,NA,396,4.937,0,0,0,0,0,2,1,1,2,0,2,20,22,0,3,0,3,0,1,21,0,0,28,5,0,1,0,1,7,1,12,13,9,1,0,10,28,9,43,50,3,20,0,1,1,2,6,0,21,5,1,33,0,5,2,0,0,2013,NA:2013
2013-10-20,Luxembourg,Socialist Workers’ Party of Luxembourg,LSAP/POSL,1155,20.282,5,0,0,0,4,0,5,13,30,0,3,18,55,1,22,28,2,63,0,21,3,25,73,9,4,0,2,2,4,21,116,12,6,8,0,5,44,61,68,155,8,61,0,2,0,15,32,18,32,8,8,52,0,20,3,0,8,2013,LSAP/POSL:2013
2013-10-20,Luxembourg,Democratic Party,DP/PD,2733,18.246,0,0,0,0,29,7,1,41,23,3,5,69,195,2,9,25,0,281,0,93,58,127,114,130,34,0,1,1,5,15,222,21,2,79,0,31,103,88,64,143,75,185,0,34,0,39,72,41,59,35,25,63,3,62,1,12,6,2013,DP/PD:2013
2013-10-20,Luxembourg,Christian Social People’s Party,CSV/PCS,1135,33.681,4,0,0,1,11,0,1,24,41,2,3,25,31,3,6,34,6,54,11,3,6,27,23,9,24,1,1,4,0,12,84,13,2,29,0,17,46,61,42,141,35,57,2,28,2,25,8,36,20,16,8,34,1,39,5,2,15,2013,CSV/PCS:2013
2013-10-20,Luxembourg,Alternative Democatic Reform Party,ADR,3698,6.643,24,0,0,3,43,1,1,37,21,18,65,181,157,14,10,32,4,387,4,48,58,59,86,13,15,2,7,16,30,23,240,7,9,100,0,13,151,187,67,357,56,228,22,200,0,190,54,107,48,23,124,37,1,57,11,28,22,2013,ADR:2013
1946-11-10,France,French Communist Party,PCF,164,28.585,8,0,0,0,0,0,6,0,0,1,0,4,3,1,0,0,0,2,5,56,0,0,5,0,0,0,0,5,0,8,4,0,4,0,0,0,0,0,8,9,0,1,0,0,4,5,0,0,3,0,0,10,0,5,3,1,3,1946,PCF:1946
